Index,Date, Nikkei Open,STI Open
325,03/15/11,9441.66,3008.01
326,03/16/11,8767.2,2970.7
327,03/17/11,8913.35,2935.08
328,03/18/11,9083.95,2964.87
329,03/22/11,9403.05,2991.44
330,03/23/11,9590.38,2996.02
331,03/24/11,9479.77,3024.09
332,03/25/11,9565.49,3052.88
333,03/28/11,9541.76,3063.04
334,03/29/11,9348.6,3058.49
335,03/30/11,9489.51,3071.43
336,03/31/11,9765.28,3103.83
337,4/1/2011,9757.28,3107.9
338,4/4/2011,9773.91,3130.24
339,4/5/2011,9732.26,3138.1
340,4/6/2011,9668.11,3153.56
341,4/7/2011,9652.65,3167.7
342,4/8/2011,9586.17,3166.9
343,4/11/2011,9731.32,3172.85
344,4/12/2011,9603.5,3149.04
345,04/13/11,9516.5,3145.12
346,04/14/11,9579.79,3166.36
347,04/15/11,9646.22,3163.34
348,04/18/11,9593.41,3158.33
349,04/19/11,9448.65,3125.26
350,04/20/11,9536.79,3140.88
351,04/21/11,9686.27,3170.02
352,04/25/11,9705.9,3205.16
353,04/26/11,9627.43,3182.96
354,04/27/11,9631.53,3192.64
355,04/28/11,9749.36,3199.92
356,5/6/2011,9851.15,3094.16
357,5/9/2011,9881.67,3108.53
358,5/10/2011,9804.27,3140.78
359,5/11/2011,9912.48,3167.97
360,5/12/2011,9770.71,3163.04
361,05/13/11,9751.45,3152.13
362,05/16/11,9571.13,3144.21
363,05/18/11,9602.88,3132.67
364,05/19/11,9711.32,3151.02
365,05/20/11,9612.87,3172.81
366,05/23/11,9547.86,3149.83
367,05/24/11,9406.04,3105.82
368,05/25/11,9492.43,3107.83
369,05/26/11,9499.45,3117.57
370,05/27/11,9514.16,3126.41
371,05/30/11,9489.78,3141.59
372,05/31/11,9500.6,3142.51
373,6/1/2011,9708.05,3161.87
374,6/2/2011,9560.63,3144.27
375,6/3/2011,9550.59,3159.42
376,6/6/2011,9467.37,3132.82
377,6/7/2011,9371.21,3102.1
,07/31/20,22267.59,#N/A
379,6/8/2011,9428.62,3106.51
380,6/9/2011,9411.71,3104.71
381,6/10/2011,9536.84,3105.31
382,06/13/11,9405.16,3067.27
383,06/14/11,9446.84,3060.13
384,06/15/11,9589.54,3066.75
385,06/16/11,9478.63,3040.86
386,06/17/11,9443.32,3024.29
387,06/20/11,9383.24,3008.63
388,06/21/11,9420.43,3031.63
389,06/22/11,9525.25,3072.74
390,06/23/11,9557.72,3043.94
,7/10/2020,22534.97,#N/A
392,06/24/11,9626.43,3051.18
393,06/27/11,9633.92,3038.82
394,06/28/11,9668.01,3056.97
395,06/29/11,9767.91,3069.25
396,06/30/11,9838.09,3084.86
397,7/1/2011,9878.69,3131.74
398,7/4/2011,9980.16,3149.9
399,7/5/2011,9959.39,3155.44
400,7/6/2011,9987.25,3128.8
401,7/7/2011,10047.15,3118.56
402,7/8/2011,10205.71,3137.99
403,7/11/2011,10069.01,3134.98
404,7/12/2011,9943.32,3101.96
405,07/13/11,9891.11,3085.3
406,07/14/11,9929.18,3094.79
407,07/15/11,9919.59,3090.21
408,07/19/11,9921.5,3082.23
409,07/20/11,10008,3116.65
410,07/21/11,10019.94,3125.33
411,07/22/11,10096.89,3159.35
412,07/25/11,10080.82,3160.57
413,07/26/11,10078.48,3173.55
414,07/27/11,10048.34,3168.86
415,07/28/11,9936.97,3165.25
416,07/29/11,9866.82,3188.5
417,8/1/2011,9907.04,3205.76
418,8/2/2011,9872.17,3203.56
419,8/3/2011,9705.02,3130.4
420,8/4/2011,9685.5,3129.44
421,8/5/2011,9469.16,3001.92
422,8/8/2011,9169.67,2933.81
423,8/10/2011,9110.81,2903.95
424,8/11/2011,8876.54,2806.48
,05/25/20,20653.41,#N/A
426,8/12/2011,9064.17,2839.25
427,08/15/11,9082.53,2870.63
428,08/16/11,9135.06,2887.49
429,08/17/11,9047.89,2841.08
430,08/18/11,9043.18,2823.34
431,08/19/11,8771.7,2755.59
432,08/22/11,8686.91,2721.17
433,08/23/11,8703.31,2733.7
434,08/24/11,8812.16,2777.96
435,08/25/11,8748.01,2752.18
436,08/26/11,8746.77,2748.58
,5/7/2020,19468.52,#N/A
,5/1/2020,19991.97,#N/A
439,08/29/11,8802.25,2751.62
440,08/31/11,8938.31,2808.42
441,9/1/2011,9017.01,2886.75
442,9/2/2011,8980.56,2858.87
443,9/5/2011,8828.46,2797
444,9/6/2011,8687.11,2742.74
445,9/7/2011,8723.05,2795.41
446,9/8/2011,8863.24,2849.6
447,9/9/2011,8739.49,2848.7
448,9/12/2011,8578.71,2766.47
449,09/13/11,8588.74,2768.34
450,09/14/11,8623.55,2762.29
451,09/15/11,8645.38,2769
,4/10/2020,19500.07,#N/A
453,09/16/11,8785.28,2783.63
454,09/20/11,8763.61,2756.49
455,09/21/11,8717,2777.22
456,09/22/11,8643.02,2748.7
457,09/26/11,8547.62,2661.34
458,09/27/11,8496.33,2687.42
459,09/28/11,8607.92,2725.32
460,09/29/11,8527.64,2675.01
461,09/30/11,8713.91,2719.81
462,10/3/2011,8567.98,2675.16
463,10/4/2011,8426.39,2574.68
464,10/5/2011,8491.43,2548.22
465,10/6/2011,8463.83,2569.19
466,10/7/2011,8593.22,2628.22
467,10/11/2011,8733.54,2709.8
468,10/12/2011,8719.67,2680.48
469,10/13/11,8832.81,2738.42
470,10/14/11,8782.91,2722.8
471,10/17/11,8881.44,2768.33
472,10/18/11,8758.74,2744.67
473,10/19/11,8808.25,2737.28
474,10/20/11,8733.6,2719.26
475,10/21/11,8679.04,2702.51
476,10/24/11,8764.92,2745.69
477,10/25/11,8866.43,2765.18
478,10/27/11,8779.4,2776.76
479,10/28/11,9059.04,2879.73
480,10/31/11,9011.18,2903.97
481,11/1/2011,8880.75,2832.37
482,11/2/2011,8719.92,2760.73
483,11/4/2011,8761.27,2840.21
484,11/8/2011,8744.36,2848.94
485,11/9/2011,8724.6,2877.48
486,11/10/2011,8597.28,2789.98
487,11/11/2011,8545.92,2790.68
488,11/14/11,8631.28,2835.49
489,11/15/11,8546.99,2821.18
490,11/16/11,8546.75,2828.46
491,11/17/11,8421.88,2777.79
492,11/18/11,8374.16,2755.8
493,11/21/11,8349.05,2715.89
494,11/22/11,8263.86,2695.42
495,11/24/11,8189.42,2662.88
496,11/25/11,8138.19,2665.19
497,11/28/11,8269.91,2675.06
498,11/29/11,8371.01,2705.26
499,11/30/11,8407.63,2700.54
500,12/1/2011,8581.2,2769.19
501,12/2/2011,8603.23,2763.29
502,12/5/2011,8697.78,2763.33
,01/27/20,23427.9,#N/A
504,12/6/2011,8644.97,2757.88
505,12/7/2011,8629.19,2763.56
506,12/8/2011,8664.35,2755.13
507,12/9/2011,8521.33,2700.34
508,12/12/2011,8652.98,2715.33
509,12/13/11,8535.52,2676.28
510,12/14/11,8513.77,2681.68
511,12/15/11,8449.05,2649.79
512,12/16/11,8416.21,2642.3
513,12/19/11,8363.39,2630.6
514,12/20/11,8318.03,2623.44
515,12/21/11,8442.74,2656.71
516,12/22/11,8429.54,2660.62
517,12/27/11,8443,2679.02
518,12/28/11,8426.09,2676.92
519,12/29/11,8367.71,2661.79
520,12/30/11,8434.9,2662.73
,12/25/19,23813.59,#N/A
522,1/4/2012,8549.54,2708.55
523,1/5/2012,8515.66,2709.25
524,1/6/2012,8488.98,2708.45
525,1/10/2012,8422.99,2705.81
526,1/11/2012,8440.96,2717.84
527,1/12/2012,8423.1,2740.98
528,01/13/12,8471.1,2758.52
529,01/16/12,8409.79,2772.32
530,01/17/12,8420.12,2766.18
531,01/18/12,8458.29,2804.58
532,01/19/12,8596.68,2812.49
533,01/20/12,8751.18,2821.35
534,01/25/12,8842.01,2864.56
535,01/26/12,8890.49,2906.77
536,01/27/12,8851.02,2892.64
537,01/30/12,8803.79,2900.72
538,01/31/12,8781.44,2879.94
539,2/1/2012,8789.06,2900.27
540,2/2/2012,8865.28,2918.63
541,2/3/2012,8849.17,2911.11
542,2/6/2012,8939.99,2948.83
543,2/7/2012,8904.16,2945.34
544,2/8/2012,8971.88,2964.36
545,2/9/2012,8996.13,2969.01
546,2/10/2012,9010.53,2984.36
547,02/13/12,8954.03,2963.4
548,02/14/12,8978.72,2975.43
549,02/15/12,9108.84,2998.41
550,02/16/12,9232.38,3005.71
551,02/17/12,9371.12,3004.26
552,02/20/12,9534.03,3021.19
553,02/21/12,9458.68,3023.89
554,02/22/12,9459.74,3013.48
555,02/23/12,9549.77,2977.12
556,02/24/12,9594.85,2976.83
557,02/27/12,9726.2,2973.45
558,02/28/12,9567.12,2952.95
559,02/29/12,9771.62,2980.58
560,3/1/2012,9771.34,2998.87
561,3/2/2012,9797.05,3002.21
,10/28/19,22854.44,#N/A
563,3/5/2012,9756.98,2994.92
564,3/6/2012,9704.61,2993.29
565,3/7/2012,9509.1,2910.15
566,3/8/2012,9674.94,2927.77
567,3/9/2012,9911.07,2970.76
568,3/12/2012,10015.92,2964.86
569,03/13/12,9921.25,2975.65
570,03/14/12,10064.12,3012.82
571,03/15/12,10115.4,3026.67
572,03/16/12,10110.57,3029.79
573,03/19/12,10150.85,3027.58
574,03/21/12,10100.87,3002.25
575,03/22/12,10055.16,3002.25
576,03/23/12,10014.87,2982.41
577,03/26/12,10040.1,2991.56
578,03/27/12,10152.9,3001.12
579,03/28/12,10153.51,3012.73
580,03/29/12,10134.78,3002.24
581,03/30/12,10089.1,3009.3
582,4/2/2012,10161.72,3013.37
583,4/3/2012,10082.21,3027.56
584,4/4/2012,10045.88,3007.73
585,4/5/2012,9737.5,2979.56
586,4/9/2012,9565.31,2963.38
587,4/10/2012,9583.36,2962.91
588,4/11/2012,9398.6,2960.61
589,4/12/2012,9486.19,2961.4
590,04/13/12,9613.19,2997.87
591,04/16/12,9522.7,2970.61
592,04/17/12,9476.15,2996.64
593,04/18/12,9594.3,3004.31
594,04/19/12,9578.68,3003.15
595,04/20/12,9574.99,3001.71
596,04/23/12,9599.2,2991.65
597,04/24/12,9466.08,2971.93
598,04/25/12,9578.42,2983.51
599,04/26/12,9613.16,2980.67
600,04/27/12,9564.4,2992.89
601,5/2/2012,9397.87,2986.94
602,5/7/2012,9198.17,2946.88
603,5/8/2012,9190.5,2937.74
604,5/9/2012,9112.72,2914.22
605,5/10/2012,9013.26,2895.58
606,5/11/2012,9019.4,2901.14
607,05/14/12,8986.22,2892.74
608,05/15/12,8910.85,2858.54
609,05/16/12,8865.78,2867.8
610,05/17/12,8789.47,2837.47
611,05/18/12,8727.58,2783.22
612,05/21/12,8617.92,2776.79
,8/9/2019,20758.15,#N/A
614,05/22/12,8721.59,2813.47
615,05/23/12,8715.14,2797.85
616,05/24/12,8537.99,2783.05
617,05/25/12,8616.85,2784.93
618,05/28/12,8604.99,2766.54
619,05/29/12,8565.56,2781.84
620,05/30/12,8637.95,2791.33
621,05/31/12,8499.68,2768.69
622,6/1/2012,8465.47,2758.14
623,6/4/2012,8278.65,2706.57
624,6/5/2012,8331.02,2721.51
625,6/6/2012,8428.36,2725.22
626,6/7/2012,8639.25,2775.47
627,6/8/2012,8609.78,2752.44
628,6/11/2012,8612.14,2770.86
629,6/12/2012,8478.78,2764.08
630,06/13/12,8557.57,2788.98
631,06/14/12,8531.4,2776.11
632,06/15/12,8608.43,2775.66
633,06/18/12,8723.55,2849.93
634,06/19/12,8692.82,2830.98
635,06/20/12,8739.1,2853.94
636,06/21/12,8794.03,2848.39
637,06/22/12,8733.5,2801.61
638,06/25/12,8837.83,2811.43
639,06/26/12,8671.61,2803.24
640,06/27/12,8677.76,2802.78
641,06/28/12,8816.07,2853.78
642,06/29/12,8811.46,2857.04
643,7/2/2012,9103.79,2898.12
644,7/3/2012,9013.65,2911.21
645,7/4/2012,9119.69,2956.76
646,7/5/2012,9078.46,2957.2
647,7/6/2012,9052.7,2963.22
648,7/9/2012,8922.99,2957.59
649,7/10/2012,8922.03,2943.22
650,7/11/2012,8819.04,2941.8
651,7/12/2012,8859.39,2978.42
652,07/13/12,8701.35,2971.87
653,07/17/12,8740.98,2995.89
654,07/18/12,8796.15,3022.99
655,07/19/12,8795,3035.85
656,07/20/12,8785.87,3025.81
657,07/23/12,8582.28,2999.38
658,07/24/12,8497.99,2989.92
,6/5/2019,20667.89,#N/A
660,07/25/12,8410.98,2985.84
661,07/26/12,8408.22,3000.5
662,07/27/12,8547.34,3028.52
663,07/30/12,8658.83,3020.23
664,07/31/12,8600.92,2985.43
665,8/1/2012,8622.04,3026.54
666,8/2/2012,8642.89,3048.13
667,8/3/2012,8539.71,3025.55
668,8/6/2012,8683.2,3080.91
669,8/7/2012,8714.12,3077.7
670,8/8/2012,8889.38,3071.26
,05/20/19,21305.97,#N/A
672,8/10/2012,8931.92,3047.19
673,08/13/12,8871.68,3047.52
674,08/14/12,8913.7,3065.83
675,08/15/12,8960.28,3078.03
676,08/16/12,8967.11,3063.19
677,08/17/12,9120.22,3074.94
678,08/21/12,9165.15,3061.91
679,08/22/12,9150.69,3051.38
680,08/23/12,9080.67,3053.06
681,08/24/12,9069.95,3043.87
682,08/27/12,9140.41,3054.7
683,08/28/12,9138.51,3040.66
684,08/29/12,9045.73,3042.07
685,08/30/12,9062.07,3031.73
,04/19/19,22238.07,#N/A
687,08/31/12,8891.75,3007.16
688,9/3/2012,8836.61,3013.63
689,9/4/2012,8787.97,3025.07
690,9/5/2012,8756.59,3003.69
691,9/6/2012,8690.34,2989
692,9/7/2012,8821.37,3012.59
693,9/10/2012,8853.19,3014.45
694,9/11/2012,8811.33,3010.83
695,9/12/2012,8827.21,3031.63
696,09/13/12,8950.01,3019.21
697,09/14/12,9097.92,3059.31
698,09/18/12,9155.49,3077.01
699,09/19/12,9166.52,3071.13
700,09/20/12,9174.19,3072.03
701,09/21/12,9113.3,3077.72
702,09/24/12,9071.32,3071.58
703,09/25/12,9031.37,3066.74
704,09/26/12,8941.75,3040.26
705,09/27/12,8856.31,3044.07
706,09/28/12,8986.63,3068.49
707,10/1/2012,8815.07,3054.57
708,10/2/2012,8826.36,3061.72
709,10/3/2012,8778.26,3082.24
710,10/4/2012,8783.13,3079.89
711,10/5/2012,8850.29,3088.02
712,10/9/2012,8822.39,3076.99
713,10/10/2012,8650.55,3035.6
714,10/11/2012,8514.63,3026.66
715,10/12/2012,8607.7,3027.87
716,10/15/12,8517.77,3029.75
717,10/16/12,8638.68,3055.92
718,10/17/12,8777.39,3062.51
719,10/18/12,8886.56,3057.15
720,10/19/12,8944.03,3053.79
721,10/22/12,8874.52,3031.48
722,10/23/12,9066.03,3043.75
723,10/24/12,8896.41,3037.28
724,10/25/12,8952.13,3045.79
725,10/29/12,8958.79,3049.32
726,10/30/12,8941.82,3040.3
727,10/31/12,8911.08,3043.75
728,11/1/2012,8931.71,3026.4
729,11/2/2012,9049.22,3039.45
730,11/5/2012,9000.81,3029.39
731,11/6/2012,8989.58,3024.3
732,11/7/2012,9030.56,3026.93
733,11/8/2012,8868.42,3012.56
734,11/9/2012,8742.68,2995.02
735,11/12/2012,8701.28,3003.39
,2/6/2019,20928.87,#N/A
,2/5/2019,20960.47,#N/A
738,11/14/12,8660.27,2988.27
739,11/15/12,8703.82,2961.87
740,11/16/12,8898.33,2933.81
741,11/19/12,9141.27,2955.47
742,11/20/12,9198.42,2967.08
743,11/21/12,9213.73,2961.29
744,11/22/12,9336.32,2973.46
745,11/26/12,9466.06,3001.52
746,11/27/12,9371.13,3016.61
747,11/28/12,9375.48,3005.52
748,11/29/12,9370.29,3023.47
749,11/30/12,9446.77,3069.74
750,12/3/2012,9484.2,3086.49
751,12/4/2012,9419.15,3061.08
752,12/5/2012,9380.37,3062.33
753,12/6/2012,9535.69,3081.25
754,12/7/2012,9547.14,3090.44
755,12/10/2012,9584.46,3131.34
756,12/11/2012,9510.6,3127.53
757,12/12/2012,9606.25,3134.37
758,12/13/12,9681.2,3149.97
759,12/14/12,9703.56,3155.18
760,12/17/12,9895.68,3168.06
761,12/18/12,9848.87,3162.55
,12/25/18,19785.43,#N/A
763,12/19/12,10025.4,3176.04
764,12/20/12,10093.11,3154.25
765,12/21/12,10145.58,3178.69
766,12/26/12,10131.22,3172.48
767,12/27/12,10295.26,3182.55
768,12/28/12,10406.36,3194.13
769,1/4/2013,10604.5,3231.34
770,1/7/2013,10743.69,3233.94
771,1/8/2013,10544.21,3221.86
772,1/9/2013,10405.67,3206.43
773,1/10/2013,10635.11,3231.04
774,1/11/2013,10786.14,3229.15
775,01/15/13,10914.65,3200.49
776,01/16/13,10806.41,3199.55
777,01/17/13,10660.94,3209.19
778,01/18/13,10791.97,3205.88
779,01/21/13,10941.45,3213.95
780,01/22/13,10765.1,3221.92
781,01/23/13,10575.6,3223.28
782,01/24/13,10441.11,3232.17
783,01/25/13,10797.3,3254.84
784,01/28/13,11002.86,3272.33
785,01/29/13,10751.01,3275.78
786,01/30/13,10913.97,3265.95
787,01/31/13,11057.5,3287.31
788,2/1/2013,11193.72,3286.65
789,2/4/2013,11254.16,3307.14
790,2/5/2013,11105.24,3285.86
791,2/6/2013,11236.7,3282.99
792,2/7/2013,11406.32,3274.81
793,2/8/2013,11179.97,3259.97
794,02/13/13,11333.72,3285.76
,11/6/2018,22018.87,#N/A
796,02/14/13,11273.4,3298.08
797,02/15/13,11239.21,3290.65
798,02/18/13,11318.22,3288.24
799,02/19/13,11336.45,3297.91
800,02/20/13,11485.65,3309.27
801,02/21/13,11404.73,3299.62
802,02/22/13,11238.75,3286.26
803,02/25/13,11564.55,3297.57
804,02/26/13,11449.66,3269.31
805,02/27/13,11418.56,3258.63
806,02/28/13,11396.73,3281.19
807,3/1/2013,11464.71,3266.84
808,3/4/2013,11695.45,3264.57
809,3/5/2013,11732.57,3248.91
810,3/6/2013,11811.06,3272.65
811,3/7/2013,12037.25,3291.81
812,3/8/2013,12066.5,3296.64
813,3/11/2013,12363.09,3294.94
814,3/12/2013,12433.6,3299.12
815,03/13/13,12252.29,3293.14
816,03/14/13,12332.16,3287.27
817,03/15/13,12437.68,3291.75
818,03/18/13,12365.44,3261.16
819,03/19/13,12405.61,3263.18
820,03/21/13,12592,3248.96
821,03/22/13,12498.51,3259.56
822,03/25/13,12507.61,3264.69
823,03/26/13,12461.79,3266.48
824,03/27/13,12476.58,3292.21
825,03/28/13,12457.13,3321.62
826,4/1/2013,12371.34,3313.37
827,4/2/2013,12051.57,3302.77
828,4/3/2013,12112.09,3323.81
829,4/4/2013,12188.22,3315
830,4/5/2013,12880.82,3311.07
831,4/8/2013,13082.61,3294.96
832,4/9/2013,13309.13,3292.16
833,4/10/2013,13177.31,3297.52
834,4/11/2013,13444.95,3303.83
835,4/12/2013,13568.25,3307.45
836,04/15/13,13345.86,3290.15
837,04/16/13,13023.91,3270.33
838,04/17/13,13330.5,3297.57
839,04/18/13,13272.22,3292.89
840,04/19/13,13268.43,3287.03
841,04/22/13,13537.17,3302.18
842,04/23/13,13545.6,3308.3
843,04/24/13,13687.28,3297.19
844,04/25/13,13887.53,3315.26
845,04/26/13,13978.98,3345.03
,08/22/18,22270.04,#N/A
847,04/30/13,13854.82,3378.19
848,5/2/2013,13727.25,3370.19
849,5/7/2013,13960.04,3384.8
850,5/8/2013,14196.2,3393.59
851,5/9/2013,14366.95,3424.54
852,5/10/2013,14449.24,3434.41
853,05/13/13,14759.5,3441.69
854,05/14/13,14822.56,3436.71
,8/9/2018,22591.54,#N/A
856,05/15/13,14962.34,3446.63
857,05/16/13,15146.05,3451.32
858,05/17/13,14926.42,3454.56
859,05/20/13,15260.61,3452.79
860,05/21/13,15264.79,3455.6
861,05/22/13,15440.69,3453.28
862,05/23/13,15739.98,3440.4
